,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
32,Bangalore Baptist Hospital,"Hebbal, Bangalore",52.0,,https://www.practo.com/bangalore/hospital/bangalore-baptist-hospital-hebbal-kempapura
33,Mirlay Eye Care,"Frazer Town, Bangalore",7.0,,https://www.practo.com/bangalore/hospital/mirlay-eye-clinic-frazer-town
34,Abhaya Hospital,"Wilson Garden, Bangalore",3.0,100.0,https://www.practo.com/bangalore/hospital/abhaya-hospital-wilson-garden
35,Spandana Nursing Home,"Rajajinagar, Bangalore",6.0,,https://www.practo.com/bangalore/hospital/spandana-nursing-home-rajajinagar
36,Vikram Hospital,"Millers Road, Bangalore",19.0,225.0,https://www.practo.com/bangalore/hospital/vikram-hospital-millers-road
37,Greenview Medical Center,"HSR Layout, Bangalore",33.0,55.0,https://www.practo.com/bangalore/hospital/green-view-medical-centre-hsr-layout
38,Acura Speciality Hospital,"Koramangala 5 Block, Bangalore",5.0,20.0,https://www.practo.com/bangalore/hospital/acura-speciality-hospital-koramangala-6-block
39,Aaxis Super Speciality Hospital,"KR Puram, Bangalore",11.0,,https://www.practo.com/bangalore/hospital/aaxis-super-speciality-hospital-kr-puram
40,Sagar  Hospitals,"Jayanagar 9 Block, Bangalore",10.0,,https://www.practo.com/bangalore/hospital/sagar-hospitals-jayanagar-9-block
41,National Institute of Mental Health and Neuro Sciences Hospital (NIMHANS),"Hosur Road, Bangalore",8.0,,https://www.practo.com/bangalore/hospital/nimhans-hosur-road-638071
42,Nethradhama Super Speciality Eye Hospital,"Jayanagar, Bangalore",8.0,,https://www.practo.com/bangalore/hospital/nethradhama-superspeciality-eye-hospital-jayanagar-7-block-1
43,Brookefield Hospital,"Kundalahalli, Bangalore",25.0,100.0,https://www.practo.com/bangalore/hospital/brookefield-hospital-kundalahalli
44,Apollo Cradle ,"Marathahalli, Bangalore",12.0,20.0,https://www.practo.com/bangalore/hospital/apollo-cradle-4-marathahalli
45,Milann The Fertility Center,"Kumara Park West, Bangalore",8.0,36.0,https://www.practo.com/bangalore/hospital/milann-sampangiramnagar
46,Sakhii Hospital,"BTM Layout 2nd Stage, Bangalore",2.0,21.0,https://www.practo.com/bangalore/hospital/sakhii-hospital-bannerghatta-road
47,Neighbourhood Hospital,"JP Nagar 7 Phase, Bangalore",14.0,50.0,https://www.practo.com/bangalore/hospital/neighbourhood-clinic-jp-nagar-7-phase
48,K.C. Raju Multi Speciality Hospital,"Lingarajapuram, Bangalore",3.0,50.0,https://www.practo.com/bangalore/hospital/k-c-raju-multi-speciality-hospital-lingarajapuram
49,Maharaja Agrasen Hospital,"Padmanabhanagar, Bangalore",32.0,40.0,https://www.practo.com/bangalore/hospital/maharaja-agrasen-hospital-padmanabhanagar
50,Fortis Hospitals,"Rajajinagar, Bangalore",22.0,,https://www.practo.com/bangalore/hospital/fortis-hospitals-rajajinagar
51,Promed Hospital,"Banashankari 2nd Stage, Bangalore",7.0,25.0,https://www.practo.com/bangalore/hospital/promed-hospital-banashankari-1
52,Shekar Nethralaya Super Speciality Eye Hospital,"JP Nagar 3 Phase, Bangalore",11.0,,https://www.practo.com/bangalore/hospital/shekar-nethralaya-super-speciality-eye-hospital-jp-nagar-3-phase
53,HCG Bangalore Institute Of Oncology Speciality Centre,"Shantinagar, Bangalore",19.0,,https://www.practo.com/bangalore/hospital/hcg-bangalore-institute-of-oncology-speciality-centre-sampangiramnagar
54,Apollo Cradle,"Jayanagar 5 Block, Bangalore",15.0,20.0,https://www.practo.com/bangalore/hospital/apollo-cradle-jayanagar-1
55,ReSCUE -  The Urology Center,"Rajajinagar, Bangalore",9.0,20.0,https://www.practo.com/bangalore/hospital/ratkal-speciality-hospital-rajajinagar
56,Patients First (A Unit of Shraddha Health Care),"Koramangala 1 Block, Bangalore",3.0,4.0,https://www.practo.com/bangalore/hospital/shraddha-healthcare-nursing-koramangala-1-block-1
57,Chaya Hospital ,"Doorvani Nagar, Bangalore",15.0,,https://www.practo.com/bangalore/hospital/chaya-hospital-doorvani-nagar
58,Jeevika Hospital,"Marathahalli, Bangalore",13.0,80.0,https://www.practo.com/bangalore/hospital/jeevika-hospital-marathalli-marathahalli
59,Family Hospital,"Mathikere - BEL, Bangalore",21.0,20.0,https://www.practo.com/bangalore/hospital/family-hospital-mathikere-bel
60,Mazumdar Shaw Medical Center,"Anekal, Bangalore",1.0,1200.0,https://www.practo.com/bangalore/hospital/mazumdar-shaw-cancer-center-narayana-health-city-anekal
61,Sri Krishna Seva Shrama Hospital,"Jayanagar, Bangalore",9.0,70.0,https://www.practo.com/bangalore/hospital/sri-krishna-sevashrama-hospital-jayanagar-5-block
62,VIMS Speciality Hospitals,"Marathahalli, Bangalore",13.0,150.0,https://www.practo.com/bangalore/hospital/nh-whitefield-brookefield-hospital-vims-marathahalli-marathahalli
63,Motherhood Hospital,"Sahakaranagar, Bangalore",16.0,42.0,https://www.practo.com/bangalore/hospital/motherhood-india-sahakaranagar
64,Supra South City Hospital,"JP Nagar 7 Phase, Bangalore",1.0,25.0,https://www.practo.com/bangalore/hospital/supra-south-city-hospital-jp-nagar-7-phase
65,Divakars Speciality Hospital,"JP Nagar 2 Phase, Bangalore",7.0,25.0,https://www.practo.com/bangalore/hospital/divakars-speciality-hospital-jp-nagar-2-phase-1
66,Cloudnine Hospital,"Malleswaram, Bangalore",29.0,47.0,https://www.practo.com/bangalore/hospital/cloudnine-hospital-malleshwaram
67,Spandana Hospital,"Nandini Layout, Bangalore",7.0,100.0,https://www.practo.com/bangalore/hospital/spandana-health-care-nandini-layout
68,Diavisita Diabetes & Multispeciality Hospital,"Banashankari 3rd Stage, Bangalore",1.0,50.0,https://www.practo.com/bangalore/hospital/diavista-diabetes-multispeciality-clinic-banashankari-3rd-stage
69,Sri Ram Hospital,"KR Puram, Bangalore",7.0,,https://www.practo.com/bangalore/hospital/sri-ram-hospital-kr-puram
70,Anjani Women's Day Care Hospital,"HRBR Layout, Bangalore",2.0,5.0,https://www.practo.com/bangalore/hospital/anjani-womens-and-day-care-hrbr-layout
71,S J Hospital,"Sanjay Nagar, Bangalore",7.0,30.0,https://www.practo.com/bangalore/hospital/s-j-hospital-sanjay-nagar-1
72,Dr Malathi Manipal Hospital,"Jayanagar 9 Block, Bangalore",64.0,80.0,https://www.practo.com/bangalore/hospital/dr-malathi-manipal-hospital-jayanagar
73,Rashmi Hospital,"Indiranagar, Bangalore",2.0,30.0,https://www.practo.com/bangalore/hospital/rashmi-hospital-indiranagar-3
74,Sagar Chandramma Hospitals,"VV Puram, Bangalore",16.0,50.0,https://www.practo.com/bangalore/hospital/sagar-chandramma-hospitals-vv-puram1
75,Sri Sai Hospital,"Nagawara, Bangalore",10.0,,https://www.practo.com/bangalore/hospital/sri-sai-hospital-hbr-layout
76,Bangaluru Neuro Centre,"Malleswaram, Bangalore",9.0,22.0,https://www.practo.com/bangalore/hospital/bangaluru-neuro-centre-malleswaram
77,Sanjeevini MultispecialIty Hospital,"Mahalakshmi Layout, Bangalore",18.0,76.0,https://www.practo.com/bangalore/hospital/sanjeevini-medlife-hospital-mahalakshmipuram
78,Fortis Medcentre,"Marathahalli, Bangalore",2.0,50.0,https://www.practo.com/bangalore/hospital/fortis-hospital-marathalli-marathahalli
79,Manohar Multispeciality Hospital,"RT Nagar, Bangalore",2.0,,https://www.practo.com/bangalore/hospital/manohar-health-centre-rt-nagar
80,Kaveri Speciality Hospital,"Koramangala, Bangalore",6.0,10.0,https://www.practo.com/bangalore/hospital/kaveri-speciality-hospital-madiwala
81,Manipal Fertility,"Rajajinagar, Bangalore",3.0,25.0,https://www.practo.com/bangalore/hospital/manipal-ankur-rajajinagar
82,Apollo Hospital,"Bannerghatta Road, Bangalore",84.0,295.0,https://www.practo.com/bangalore/hospital/apollo-hospital-bannerghatta-road-5
83,"Chord Road Hospital, Basaweshwar Nagar.","Basaveshwaranagar, Bangalore",45.0,50.0,https://www.practo.com/bangalore/hospital/chord-road-hospital-and-sanzuze-homeopathic-clinic-basaveshwaranagar
84,Bharath Nursing Home,"JP Nagar 1 Phase, Bangalore",10.0,30.0,https://www.practo.com/bangalore/hospital/bharath-nursing-home-jp-nagar-1-phase-1
85,The Bangalore Hospital,"Basavanagudi, Bangalore",55.0,,https://www.practo.com/bangalore/hospital/the-bangalore-hospital-basavanagudi-1
86,North Side Manipal Hospital,"Malleswaram, Bangalore",12.0,,https://www.practo.com/bangalore/hospital/northside-manipal-hospital-malleswaram
87,Aayug Multi Specialty Hospital,"Kundalahalli, Bangalore",2.0,30.0,https://www.practo.com/bangalore/hospital/aayug-multi-specialty-hospital-kundalahalli
88,Ananya Hospital,"Rajajinagar, Bangalore",3.0,,https://www.practo.com/bangalore/hospital/ananya-hospital-rajajinagar-1
89,Mallya Hospital,"Sampangiramnagar, Bangalore",70.0,,https://www.practo.com/bangalore/hospital/mallya-hospital-sampangiramnagar1
90,Sri Sai Ram Hospital,"BTM Layout 2nd Stage, Bangalore",20.0,40.0,https://www.practo.com/bangalore/hospital/sri-sai-ram-hospital-btm-layout-2nd-stage
91,Parimala Health Care Services,"Bannerghatta Road, Bangalore",4.0,25.0,https://www.practo.com/bangalore/hospital/parimala-health-care-services-iso-9001-2008-bannerghatta-road
92,Acharya Tulasi Jain  Hospital,"Yeshwanthpur, Bangalore",13.0,,https://www.practo.com/bangalore/hospital/acharya-tulsi-jain-hospital-yeshwanthpur-1
93,R K Hospital,"Kammana Halli, Bangalore",9.0,,https://www.practo.com/bangalore/hospital/r-k-hospital-kammana-halli
94,Maiya Multi Speciality Hospital,"Jayanagar, Bangalore",20.0,40.0,https://www.practo.com/bangalore/hospital/maiya-multi-speciality-hospital-jayanagar-1-block
95,Life Care Hospital,"BTM Layout, Bangalore",10.0,30.0,https://www.practo.com/bangalore/hospital/life-care-hospital-btm-layout-1st-stage-1
96,Soukya Hospital,"Vidyaranyapura, Bangalore",8.0,20.0,https://www.practo.com/bangalore/hospital/soukya-hospital-vidyaranyapura
97,Milann - The Fertility Center,"JP Nagar 1 Phase, Bangalore",15.0,25.0,https://www.practo.com/bangalore/hospital/milann-the-fertility-center-jayanagar-5-block
98,Tamara Hospital & IVF Centre,"Rajajinagar, Bangalore",6.0,30.0,https://www.practo.com/bangalore/hospital/tamara-hospital-ivf-centre-rajajinagar
99,Fortis Hospital,"Nagarbhavi, Bangalore",36.0,75.0,https://www.practo.com/bangalore/hospital/fortis-hospital-nagarbhavi-nagarbhavi-1
100,Dr Bhargavi Reddy Women & Children Hospital,"Indiranagar, Bangalore",9.0,15.0,https://www.practo.com/bangalore/hospital/dr-bhargavi-reddy-women-children-s-hospital-new-thippasandra
101,Devi Eye Hospital,"Koramangala 6 Block, Bangalore",5.0,10.0,https://www.practo.com/bangalore/hospital/devi-eye-hospital-koramangala
102,Manjushree Speciality Hospital,"Ulsoor, Bangalore",9.0,30.0,https://www.practo.com/bangalore/hospital/manjushree-speciality-hospital-st-john-s-road
103,Dr Rudrappa First Class Eye Care Hospital,"Richmond Town, Bangalore",6.0,15.0,https://www.practo.com/bangalore/hospital/dr-rudrappa-first-class-eye-care-hospital-richmond-town
104,Sri Vinayaka Nursing Home,"HAL 2nd Stage, Bangalore",2.0,3.0,https://www.practo.com/bangalore/hospital/sri-vinayaka-nursing-home-hal-2nd-stage
105,Neha Prakash Hospital,"Yelahanka, Bangalore",9.0,50.0,https://www.practo.com/bangalore/hospital/neha-prakash-hospital-yelahanka
106,Milann - The Fertility Center,"Indiranagar, Bangalore",7.0,10.0,https://www.practo.com/bangalore/hospital/milann-the-fertility-center-indiranagar
107,NRR Hospitals,"Jalahalli, Bangalore",25.0,20.0,https://www.practo.com/bangalore/hospital/nrr-hospitals-hesaraghatta
108,Cloudnine Hospital,"Whitefield, Bangalore",22.0,13.0,https://www.practo.com/bangalore/hospital/cloudnine-whitefield-hospital-whitefield
109,Rajashri Grandhim Speciality Hospital,"Bannerghatta Road, Bangalore",7.0,20.0,https://www.practo.com/bangalore/hospital/dr-haresh-babu-g-a-bannerghatta-road
110,Vitalife Clinic,"Whitefield, Bangalore",10.0,30.0,https://www.practo.com/bangalore/hospital/dr-vignessh-raj-yashomati-hospital-marathahalli
111,Deepa Hospital,"KR Puram, Bangalore",4.0,15.0,https://www.practo.com/bangalore/hospital/deepa-hospital-kr-puram
112,RC Hospital ,"Rajarajeshwarinagar, Bangalore",4.0,20.0,https://www.practo.com/bangalore/hospital/rc-hospital-rajarajeshwarinagar
113,Shree  Dhanvantari Ayurveda Hospital,"Rajajinagar, Bangalore",3.0,6.0,https://www.practo.com/bangalore/hospital/shree-dhanvantari-ayurveda-hospital-rajajinagar
114,S K Hospital,"Nagarbhavi, Bangalore",11.0,20.0,https://www.practo.com/bangalore/hospital/s-k-hospital-nagarbhavi
115,Nightingales Home Health Services,"Indiranagar, Bangalore",2.0,,https://www.practo.com/bangalore/hospital/nightingales-home-health-services-bangalore
116,Excel Care Hospital,"Banashankari 2nd Stage, Bangalore",21.0,44.0,https://www.practo.com/bangalore/hospital/davita-excel-care-banashankari-2nd-stage
117,Cavalier Hospital,"Kalyan Nagar, Bangalore",5.0,10.0,https://www.practo.com/bangalore/hospital/geetha-ent-clinic-banaswadi
118,Belle Vue's Cambridge Hospital,"Ulsoor, Bangalore",2.0,25.0,https://www.practo.com/bangalore/hospital/belle-vue-s-cambridge-hospital-ulsoor
119,I-AIM Health Care,"Yelahanka, Bangalore",22.0,100.0,https://www.practo.com/bangalore/hospital/i-aim-health-care-yelahanka
120,Unity Life Line Hospital,"Nagarbhavi, Bangalore",24.0,60.0,https://www.practo.com/bangalore/hospital/unity-life-life-hospital-india-pvt-ltd-nagarbhavi
121,Chinmaya Narayana Super Speciality Centre,"Indiranagar, Bangalore",6.0,,https://www.practo.com/bangalore/hospital/chinmaya-narayana-super-speciality-centre-indiranagar
122,Lakshmi Hospital.,"Ganganagar, Bangalore",2.0,20.0,https://www.practo.com/bangalore/hospital/lakshmi-hospital-rt-nagar
123,Rainbow Clinic& Diagnostic Laboratory ,"JP Nagar 7 Phase, Bangalore",4.0,,https://www.practo.com/bangalore/hospital/rainbow-clinic-diagnostic-laboratory-jp-nagar-7-phase
124,Chaitanya Hospital,"RT Nagar, Bangalore",8.0,,https://www.practo.com/bangalore/hospital/chaitanya-hospital-rt-nagar
125,Sri Sai Krupa Hospitals,"Mathikere - BEL, Bangalore",22.0,20.0,https://www.practo.com/bangalore/hospital/sri-sai-krupa-hospital-mathikere-bel
126,Saikrupa Hospital For Women & Surgical Center,"Vijayanagar, Bangalore",1.0,20.0,https://www.practo.com/bangalore/hospital/saikrupa-hospital-for-women-surgical-center-vijayanagar
127,Sankara Eye Hospital,"Kundalahalli, Bangalore",20.0,25.0,https://www.practo.com/bangalore/hospital/sankara-eye-hospital-kundalahalli-1-639200
128,HealthEminds,"Whitefield, Bangalore",17.0,,https://www.practo.com/bangalore/hospital/healtheminds-whitefield-1
129,Manipal Ankur Andrology & Reproductive Services,"Old Airport Road, Bangalore",5.0,,https://www.practo.com/bangalore/hospital/manipal-ankur-indiranagar
130,Dr Malathi Manipal Hospital,"Jayanagar, Bangalore",1.0,,https://www.practo.com/bangalore/hospital/dr-malathi-manipal-hospital-jayanagar-9-block-2
131,Gayathri Hospital,"Vijayanagar, Bangalore",3.0,15.0,https://www.practo.com/bangalore/hospital/gayathri-hospital-vijayanagar
132,Nelivigi Eye Hospital And Surgical Centre.,"Bellandur, Bangalore",1.0,,https://www.practo.com/bangalore/hospital/nelivigi-eye-hospital-and-surgical-centre-bellandur-1
133,Annayya Health Care,"HSR Layout, Bangalore",3.0,15.0,https://www.practo.com/bangalore/hospital/annayya-ent-and-dentofacial-clinic-hsr-layout
134,Sparsh Hospital,"Hosur Road, Bangalore",4.0,150.0,https://www.practo.com/bangalore/hospital/sparsh-hospital-hosur-road-1
135,Sidvin Hospital ,"Rajajinagar, Bangalore",16.0,50.0,https://www.practo.com/bangalore/hospital/sidvin-hospital-rajajinagar
136,Siddanth Hospital ENT & Multispeciality Centre,"Siddapura, Bangalore",1.0,10.0,https://www.practo.com/bangalore/hospital/siddanth-hospital-ent-multispeciality-centre-whitefield
137,Geeta Nursing Home,"RT Nagar, Bangalore",1.0,,https://www.practo.com/bangalore/hospital/geeta-nursing-home-ent-clinic-rt-nagar
138,AyurVAID Hospitals (Ayurveda),"Domlur, Bangalore",4.0,20.0,https://www.practo.com/bangalore/hospital/ayurvaid-hospital-domlur-domlur
139,Sunanda Gopalaswamy Hospital,"Banashankari 3rd Stage, Bangalore",6.0,,https://www.practo.com/bangalore/hospital/sunanda-gopalaswamy-hospital-banashankari-3rd-stage
140,Sri Venkateswara Hospital,"Madiwala, Bangalore",2.0,30.0,https://www.practo.com/bangalore/hospital/sri-venkateswara-hospital-btm-layout-2nd-stage
141,Seventh Day Adventist Hospital,"Frazer Town, Bangalore",13.0,,https://www.practo.com/bangalore/hospital/seventh-day-adventist-hospital-frazer-town
142,Rangadore Memorial Hospital,"Basavanagudi, Bangalore",56.0,,https://www.practo.com/bangalore/hospital/rangadore-memorial-hospital-basavanagudi-2
143,Care Dental Hospital,"Padmanabhanagar, Bangalore",17.0,,https://www.practo.com/bangalore/hospital/care-dental-hospital-padmanabhanagar-padmanabhanagar
144,Suguna Hosptial,"Rajajinagar, Bangalore",34.0,,https://www.practo.com/bangalore/hospital/suguna-hospital-rajajinagar1
145,Live 100 Hospital,"Singasandra, Bangalore",3.0,150.0,https://www.practo.com/bangalore/hospital/live-100-hospital-1-singasandra
146,WestGate Medical Centre & Diagnostics,"Basavanagudi, Bangalore",12.0,,https://www.practo.com/bangalore/hospital/westgate-medical-centre-diagnostics-basavanagudi-1
147,Poornima Hospital,"RT Nagar, Bangalore",18.0,30.0,https://www.practo.com/bangalore/hospital/poornima-hospital-hmt-layout-rt-nagar-bengaluru-karnataka-560032-rt-nagar
148,Prabha Eye Clinic & Research Center,"Jayanagar 8 Block, Bangalore",12.0,15.0,https://www.practo.com/bangalore/hospital/prabha-eye-clinic-and-research-center-jayanagar-8-block
149,Sri Sai Ram Hospital,"Kanakpura Road, Bangalore",15.0,75.0,https://www.practo.com/bangalore/hospital/sri-sai-ram-hospital-kanakpura-road
150,Shanthi Hospital and Research Center,"Jayanagar 7 Block, Bangalore",8.0,40.0,https://www.practo.com/bangalore/hospital/shanthi-hospital-and-research-center-jayanagar-8-block
151,Ovum Fertility & Women's Health Center,"Kalyan Nagar, Bangalore",11.0,6.0,https://www.practo.com/bangalore/hospital/ovum-fertility-and-women-s-health-center-kalyan-nagar
152,Vasan Eye Care Hospital,"Marathahalli, Bangalore",8.0,7.0,https://www.practo.com/bangalore/hospital/vasan-eye-care-hospital-marathahalli-marathahalli
153,Patil Hospital,"KR Puram, Bangalore",15.0,,https://www.practo.com/bangalore/hospital/patil-hospital-kr-puram
154,Sevakshetra Hospital,"Banashankari 2nd Stage, Bangalore",20.0,,https://www.practo.com/bangalore/hospital/sevakshetra-hospital-banashankari-2nd-stage
155,Cadabams Hospitals,"JP Nagar 5 Phase, Bangalore",15.0,32.0,https://www.practo.com/bangalore/hospital/cadabams-jp-nagar-2-phase
156,Prashanth Hospital,"Bommanahalli, Bangalore",8.0,80.0,https://www.practo.com/bangalore/hospital/prashanth-hospital-bommanahalli-1
157,Varalakshmi Hospital,"BTM Layout, Bangalore",7.0,25.0,https://www.practo.com/bangalore/hospital/varalakshmi-hospital-dr-rekha-prashanth-btm-layout
158,Shanbhag Hospital ,"Basaveshwaranagar, Bangalore",7.0,,https://www.practo.com/bangalore/hospital/shanbhag-hospital-basaveshwaranagar-1
159,Nano Hospitals,"Hulimavu, Bangalore",25.0,30.0,https://www.practo.com/bangalore/hospital/nano-hospitals-btm-layout-1
160,NU Hospitals,"Rajajinagar, Bangalore",15.0,100.0,https://www.practo.com/bangalore/hospital/nu-hospitals-west-rajajinagar
161,Punarjani Ayurveda Multi-Speciality Hospital,"Sarjapur Road, Bangalore",8.0,22.0,https://www.practo.com/bangalore/hospital/punarjani-ayurveda-clinic-sarjapur-road
162,P D Hinduja Sindhi Hospital ,"Sampangiramnagar, Bangalore",15.0,100.0,https://www.practo.com/bangalore/hospital/p-d-hinduja-sindhi-hospital-sampangiramnagar
163,Sri Lakshmi Super Speciality Hospital,"CV Raman Nagar, Bangalore",9.0,50.0,https://www.practo.com/bangalore/hospital/sri-lakshmi-super-speciality-hospital-cv-raman-nagar-1
164,K C General Hospital ,"Malleswaram, Bangalore",11.0,,https://www.practo.com/bangalore/hospital/k-c-general-hospital-malleswaram-1
165,Arunodaya Hospital,"Jalahalli, Bangalore",11.0,,https://www.practo.com/bangalore/hospital/arunodaya-hospital-dasarahalli
166,Prasad Eye Hospital,"Koramangala, Bangalore",1.0,2.0,https://www.practo.com/bangalore/hospital/prasad-eye-hospital-hosur-road
167,Shekhar Hospital,"Jayanagar, Bangalore",12.0,24.0,https://www.practo.com/bangalore/hospital/shekhar-hospital-jayanagar-9-block
168,Gurushree Hospital,"Vijayanagar, Bangalore",20.0,,https://www.practo.com/bangalore/hospital/gurushree-hospital-vijayanagar
169,Pristine Hospital,"West Of Chord Road, Bangalore",21.0,100.0,https://www.practo.com/bangalore/hospital/pristine-hospital-west-of-chord-road
170,Banaswadi medical centre,"Banaswadi, Bangalore",7.0,,https://www.practo.com/bangalore/hospital/banaswadi-medical-centre-banaswadi
171,Vasan Eye Care Hospital,"RT Nagar, Bangalore",8.0,11.0,https://www.practo.com/bangalore/hospital/vasan-eye-care-hospital-rt-nagar-rt-nagar
172,Ramakrishna Smart Hospitals,"Electronics City, Bangalore",2.0,6.0,https://www.practo.com/bangalore/hospital/ramakrishna-healthcare-trauma-centre-electronics-city-2
173,Regal Hospital,"Hegde Nagar, Bangalore",4.0,50.0,https://www.practo.com/bangalore/hospital/regal-hospital-hegde-nagar
174,Gangothri Hospital,"HSR Layout, Bangalore",4.0,,https://www.practo.com/bangalore/hospital/gangothri-hospital-hsr-layout-1
175,Vinayaka Hospital,"Hongasandra, Bangalore",3.0,15.0,https://www.practo.com/bangalore/hospital/jaya-health-care-arakere
176,Spandana Hospital For Mother And Child,"Ramamurthy Nagar, Bangalore",2.0,5.0,https://www.practo.com/bangalore/hospital/spandana-hospital-for-mother-and-child-ramamurthy-nagar
177,Brinda Hospital,"Nagarbhavi, Bangalore",4.0,11.0,https://www.practo.com/bangalore/hospital/brinda-hospital-nagarbhavi-1
178,Phoenix Hospital,"Mission Road, Bangalore",25.0,,https://www.practo.com/bangalore/hospital/phoenix-hospital-bangalore-mission-road
179,Om Shakthi Hospital,"Yelahanka, Bangalore",14.0,,https://www.practo.com/bangalore/hospital/om-shakthi-hospital-yelahanka
